sample_id,day_relative,is_prediction_target,makanan,minuman,transportasi,belanja,tagihan,hiburan,kesehatan,lain_lain
2,1,False,38.537804,13.605257,23.20306,69.137474,310.28116,0.0,0.0,0.0
2,2,False,29.052088,18.281399,21.52235,107.30683,0.0,0.0,0.0,0.0
2,3,False,31.359543,0.0,29.202265,0.0,0.0,0.0,0.0,9.814887
2,4,False,35.07752,14.998992,0.0,0.0,200.581,45.015835,160.13046,0.0
2,5,False,31.726408,25.579336,0.0,0.0,0.0,29.676424,0.0,0.0
2,6,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
2,7,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
2,8,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
2,9,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
2,10,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
2,11,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
2,12,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
2,13,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
2,14,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
2,15,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
2,16,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
2,17,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
2,18,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
2,19,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
2,20,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
2,21,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
2,22,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
2,23,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
2,24,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
2,25,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
2,26,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
2,27,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
2,28,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
2,29,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
2,30,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
2,31,True,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
2,32,True,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
2,33,True,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
2,34,True,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
2,35,True,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
2,36,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
2,37,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
3,1,False,29.052088,18.281399,21.52235,107.30683,0.0,0.0,0.0,0.0
3,2,False,31.359543,0.0,29.202265,0.0,0.0,0.0,0.0,9.814887
3,3,False,35.07752,14.998992,0.0,0.0,200.581,45.015835,160.13046,0.0
3,4,False,31.726408,25.579336,0.0,0.0,0.0,29.676424,0.0,0.0
3,5,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
3,6,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
3,7,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
3,8,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
3,9,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
3,10,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
3,11,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
3,12,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
3,13,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
3,14,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
3,15,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
3,16,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
3,17,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
3,18,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
3,19,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
3,20,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
3,21,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
3,22,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
3,23,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
3,24,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
3,25,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
3,26,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
3,27,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
3,28,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
3,29,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
3,30,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
3,31,True,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
3,32,True,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
3,33,True,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
3,34,True,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
3,35,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
3,36,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
3,37,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
4,1,False,31.359543,0.0,29.202265,0.0,0.0,0.0,0.0,9.814887
4,2,False,35.07752,14.998992,0.0,0.0,200.581,45.015835,160.13046,0.0
4,3,False,31.726408,25.579336,0.0,0.0,0.0,29.676424,0.0,0.0
4,4,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
4,5,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
4,6,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
4,7,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
4,8,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
4,9,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
4,10,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
4,11,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
4,12,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
4,13,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
4,14,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
4,15,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
4,16,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
4,17,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
4,18,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
4,19,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
4,20,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
4,21,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
4,22,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
4,23,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
4,24,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
4,25,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
4,26,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
4,27,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
4,28,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
4,29,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
4,30,False,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
4,31,True,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
4,32,True,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
4,33,True,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
4,34,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
4,35,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
4,36,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
4,37,True,49.96187,11.998957,22.319944,0.0,0.0,41.516476,136.06319,0.0
5,1,False,35.07752,14.998992,0.0,0.0,200.581,45.015835,160.13046,0.0
5,2,False,31.726408,25.579336,0.0,0.0,0.0,29.676424,0.0,0.0
5,3,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
5,4,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
5,5,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
5,6,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
5,7,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
5,8,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
5,9,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
5,10,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
5,11,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
5,12,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
5,13,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
5,14,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
5,15,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
5,16,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
5,17,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
5,18,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
5,19,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
5,20,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
5,21,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
5,22,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
5,23,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
5,24,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
5,25,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
5,26,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
5,27,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
5,28,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
5,29,False,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
5,30,False,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
5,31,True,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
5,32,True,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
5,33,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
5,34,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
5,35,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
5,36,True,49.96187,11.998957,22.319944,0.0,0.0,41.516476,136.06319,0.0
5,37,True,28.620058,28.907919,16.40845,0.0,0.0,0.0,0.0,0.0
6,1,False,31.726408,25.579336,0.0,0.0,0.0,29.676424,0.0,0.0
6,2,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
6,3,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
6,4,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
6,5,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
6,6,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
6,7,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
6,8,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
6,9,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
6,10,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
6,11,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
6,12,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
6,13,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
6,14,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
6,15,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
6,16,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
6,17,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
6,18,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
6,19,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
6,20,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
6,21,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
6,22,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
6,23,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
6,24,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
6,25,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
6,26,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
6,27,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
6,28,False,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
6,29,False,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
6,30,False,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
6,31,True,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
6,32,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
6,33,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
6,34,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
6,35,True,49.96187,11.998957,22.319944,0.0,0.0,41.516476,136.06319,0.0
6,36,True,28.620058,28.907919,16.40845,0.0,0.0,0.0,0.0,0.0
6,37,True,28.677013,20.580822,28.629375,41.51982,0.0,10.696003,0.0,0.0
7,1,False,42.963833,10.958472,18.584084,0.0,0.0,0.0,0.0,27.134481
7,2,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
7,3,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
7,4,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
7,5,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
7,6,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
7,7,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
7,8,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
7,9,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
7,10,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
7,11,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
7,12,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
7,13,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
7,14,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
7,15,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
7,16,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
7,17,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
7,18,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
7,19,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
7,20,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
7,21,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
7,22,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
7,23,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
7,24,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
7,25,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
7,26,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
7,27,False,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
7,28,False,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
7,29,False,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
7,30,False,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
7,31,True,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
7,32,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
7,33,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
7,34,True,49.96187,11.998957,22.319944,0.0,0.0,41.516476,136.06319,0.0
7,35,True,28.620058,28.907919,16.40845,0.0,0.0,0.0,0.0,0.0
7,36,True,28.677013,20.580822,28.629375,41.51982,0.0,10.696003,0.0,0.0
7,37,True,46.21257,28.432154,17.90184,0.0,0.0,0.0,157.65002,31.746826
8,1,False,46.6027,24.714138,21.998642,0.0,28.598928,19.642366,0.0,0.0
8,2,False,50.487564,17.702526,16.918106,44.94008,0.0,0.0,0.0,0.0
8,3,False,47.73779,27.078508,26.919685,0.0,0.0,0.0,0.0,0.0
8,4,False,48.117397,0.0,21.791477,0.0,0.0,0.0,0.0,0.0
8,5,False,35.021214,23.392876,25.50009,0.0,0.0,27.685677,0.0,24.446373
8,6,False,39.771404,15.140892,0.0,57.38449,0.0,40.519722,0.0,27.522648
8,7,False,36.201115,22.041647,14.524049,0.0,0.0,0.0,102.37927,0.0
8,8,False,26.90603,14.126814,15.977278,0.0,0.0,0.0,0.0,17.485064
8,9,False,29.470304,0.0,0.0,166.67406,0.0,0.0,0.0,11.056148
8,10,False,50.21361,0.0,18.823414,190.08533,0.0,0.0,0.0,0.0
8,11,False,28.693933,27.195086,13.1223955,49.19484,0.0,0.0,0.0,0.0
8,12,False,43.722458,23.571,15.724202,0.0,0.0,0.0,0.0,0.0
8,13,False,41.508423,16.872858,14.492956,0.0,0.0,48.121857,0.0,0.0
8,14,False,39.770298,19.299648,25.450705,51.053585,0.0,0.0,0.0,0.0
8,15,False,50.680717,10.023128,0.0,0.0,0.0,0.0,0.0,0.0
8,16,False,34.260178,26.273046,15.893038,0.0,0.0,0.0,0.0,0.0
8,17,False,29.03897,28.97431,21.922535,0.0,0.0,0.0,0.0,0.0
8,18,False,35.98165,25.460714,27.950401,0.0,0.0,0.0,0.0,0.0
8,19,False,43.669594,25.196875,0.0,44.17899,0.0,0.0,84.10644,0.0
8,20,False,34.050888,10.315653,23.243868,0.0,0.0,35.338074,0.0,24.791878
8,21,False,28.725891,20.054838,23.98113,0.0,0.0,0.0,0.0,0.0
8,22,False,47.513195,18.258434,13.401606,0.0,0.0,0.0,0.0,0.0
8,23,False,31.053581,14.58858,25.314913,0.0,311.89612,0.0,0.0,0.0
8,24,False,37.572556,16.64451,13.2122135,20.693796,0.0,0.0,0.0,21.38834
8,25,False,38.99838,18.158878,23.608133,0.0,155.18645,0.0,0.0,0.0
8,26,False,43.900646,11.09479,0.0,170.71042,0.0,39.522495,0.0,0.0
8,27,False,51.38475,28.41306,0.0,25.494669,79.52063,0.0,62.723236,0.0
8,28,False,27.08294,0.0,15.005857,0.0,0.0,0.0,0.0,0.0
8,29,False,33.93161,24.318382,30.083885,0.0,263.70123,0.0,0.0,0.0
8,30,False,37.821186,24.394766,28.56367,0.0,0.0,0.0,0.0,0.0
8,31,True,26.75384,0.0,18.482628,0.0,0.0,0.0,0.0,0.0
8,32,True,34.22741,22.79979,26.645533,0.0,0.0,0.0,96.346794,0.0
8,33,True,49.96187,11.998957,22.319944,0.0,0.0,41.516476,136.06319,0.0
8,34,True,28.620058,28.907919,16.40845,0.0,0.0,0.0,0.0,0.0
8,35,True,28.677013,20.580822,28.629375,41.51982,0.0,10.696003,0.0,0.0
8,36,True,46.21257,28.432154,17.90184,0.0,0.0,0.0,157.65002,31.746826
