mean_makanan,std_makanan,max_makanan,zero_pct_makanan,trend_makanan,mean7_last_makanan,spike_last7_makanan,rasio_akhir_awal_makanan,mean_minuman,std_minuman,max_minuman,zero_pct_minuman,trend_minuman,mean7_last_minuman,spike_last7_minuman,rasio_akhir_awal_minuman,mean_transportasi,std_transportasi,max_transportasi,zero_pct_transportasi,trend_transportasi,mean7_last_transportasi,spike_last7_transportasi,rasio_akhir_awal_transportasi,mean_belanja,std_belanja,max_belanja,zero_pct_belanja,trend_belanja,mean7_last_belanja,spike_last7_belanja,rasio_akhir_awal_belanja,mean_tagihan,std_tagihan,max_tagihan,zero_pct_tagihan,trend_tagihan,mean7_last_tagihan,spike_last7_tagihan,rasio_akhir_awal_tagihan,mean_hiburan,std_hiburan,max_hiburan,zero_pct_hiburan,trend_hiburan,mean7_last_hiburan,spike_last7_hiburan,rasio_akhir_awal_hiburan,mean_kesehatan,std_kesehatan,max_kesehatan,zero_pct_kesehatan,trend_kesehatan,mean7_last_kesehatan,spike_last7_kesehatan,rasio_akhir_awal_kesehatan,mean_lain_lain,std_lain_lain,max_lain_lain,zero_pct_lain_lain,trend_lain_lain,mean7_last_lain_lain,spike_last7_lain_lain,rasio_akhir_awal_lain_lain,total_mean_30hari,total_std_30hari,total_mean_7hari,total_trend
37.792732,7.559161,51.38475,0.0,-0.9259529,36.4432,0.0,0.9400597,17.122969,9.243476,28.97431,0.16666666666666666,-1.7424259,15.860113,0.0,1.0515641,16.654522,9.671612,30.083885,0.2,-0.56861305,16.968796,0.0,1.1872541,25.849005,53.028034,190.08533,0.7,18.761757,28.029299,1.0,0.46812165,27.010149,76.44986,311.89612,0.8666666666666667,-17.694386,49.031696,1.0,0.0,6.372927,14.510271,48.121857,0.8333333333333334,0.5977745,5.646071,1.0,0.5794628,11.518525,29.884233,102.37927,0.8666666666666667,10.709085,22.72429,1.0,1.5537328,4.223015,8.794258,27.522648,0.8,-6.597174,0.0,0.0,0.2656599,146.54385,87.00877,174.70346,2.5400543
37.86687,7.6664777,51.38475,0.0,-0.0930748,37.30909,0.0,1.0052928,16.62032,9.097285,28.97431,0.16666666666666666,0.40132523,15.989279,0.0,1.1087667,16.501198,9.54327,30.083885,0.2,2.6199512,20.15736,0.0,1.2712713,25.849007,53.028034,190.08533,0.7,-23.701365,3.6420956,0.0,0.4681217,27.010149,76.44986,311.89612,0.8666666666666667,-17.694386,49.031696,1.0,0.0,7.75681,15.762233,48.121857,0.8,-4.7634416,5.930925,1.0,0.69664645,16.053965,37.21721,136.06319,0.8333333333333334,42.161892,42.161892,1.0,2.882744,4.223015,8.794258,27.522648,0.8,-6.597174,0.0,0.0,0.2656599,151.88132,88.98527,174.22232,-7.6663055
37.21696,7.596062,51.38475,0.0,-5.8214417,34.056988,0.0,1.0037813,17.583916,8.812326,28.97431,0.13333333333333333,-2.113325,16.059973,0.0,1.05225,16.321764,9.492587,30.083885,0.2,8.284567,22.501423,0.0,1.2611356,25.849005,53.028038,190.08533,0.7,-30.985556,0.0,0.0,0.3814309,27.010149,76.44986,311.89612,0.8666666666666667,-40.41457,37.671604,1.0,0.0,7.75681,15.762232,48.121857,0.8,0.28485394,5.930925,1.0,0.69664645,16.053965,37.21721,136.06319,0.8333333333333334,24.240961,33.201424,1.0,2.882744,4.223015,8.794258,27.522648,0.8,-3.0554771,0.0,0.0,0.0,152.0156,88.86445,149.42233,-49.58
37.005486,7.741172,51.38475,0.0,-5.359009,34.28471,0.0,0.93648356,17.490181,8.764867,28.97431,0.13333333333333333,3.6917706,19.000092,0.0,1.1634669,16.426073,9.6093445,30.083885,0.2,11.512966,24.447641,0.0,1.5759162,27.233002,52.876926,190.08533,0.6666666666666666,-25.054153,5.931403,0.0,0.46214712,27.010149,76.44986,311.89612,0.8666666666666667,-40.41457,37.671604,1.0,0.0,7.1904874,15.335468,48.121857,0.8,1.8128548,7.4589257,1.0,1.0348978,16.053965,37.21721,136.06319,0.8333333333333334,24.240961,33.201424,1.0,2.8827436,3.408136,7.977256,27.522648,0.8333333333333334,-3.0554771,0.0,0.0,0.0,151.81747,88.90645,161.9958,-32.62465
37.220192,7.9025517,51.38475,0.0,-1.66436,36.039135,0.0,0.9560759,17.933222,8.968473,28.97431,0.13333333333333333,3.413744,19.587772,0.0,1.1909786,17.0228,9.113845,30.083885,0.16666666666666666,7.38949,22.707348,0.0,1.5226039,25.320183,52.78947,190.08533,0.7,-25.054153,5.931403,0.0,0.14663751,27.010149,76.44986,311.89612,0.8666666666666667,-115.757774,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,1.8128548,7.4589257,1.0,1.0850054,21.308966,44.913574,157.65002,0.8,46.762398,55.72286,1.0,4.4226065,3.548942,8.426299,31.746826,0.8333333333333334,1.4797835,4.5352607,1.0,1.1123154,155.2043,91.816086,151.9827,-81.61803
37.361275,7.92086,51.38475,0.0,-2.2579498,36.412346,0.0,0.94511175,17.1985,9.489525,28.97431,0.16666666666666666,-1.4721069,16.102806,0.0,0.97052306,17.289885,9.154019,30.083885,0.16666666666666666,6.0643673,21.846333,0.0,1.6023146,25.320185,52.78947,190.08533,0.7,-25.054153,5.931403,0.0,0.09085145,27.010149,76.44986,311.89612,0.8666666666666667,-71.20119,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,1.8128548,7.4589257,1.0,1.0850054,17.896324,42.445717,157.65002,0.8333333333333334,46.762398,55.72286,1.0,0.0,3.548942,8.426299,31.746826,0.8333333333333334,1.4797835,4.5352607,1.0,1.1123154,151.46509,93.201546,148.00993,-43.866013
37.900288,7.739157,51.38475,0.0,1.6194038,38.744167,0.0,0.9644579,17.635798,9.638995,28.97431,0.16666666666666666,4.797927,19.995052,0.0,1.0619617,17.3513,9.151188,30.083885,0.16666666666666666,5.216755,21.751637,0.0,1.4955808,25.320183,52.78947,190.08533,0.7,-22.097897,5.931403,0.0,0.09085145,27.010149,76.44986,311.89612,0.8666666666666667,-71.20119,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,1.8128548,7.4589257,1.0,1.0850054,17.896324,42.445717,157.65002,0.8333333333333334,46.762398,55.72286,1.0,0.0,2.9661064,8.03796,31.746826,0.8666666666666667,4.5352607,4.5352607,1.0,2.8714185,151.91998,92.85744,154.1393,-28.554504
38.0449,7.619904,51.38475,0.0,2.2411194,38.68432,0.0,0.92969966,18.260439,9.06605,28.97431,0.13333333333333333,3.554863,19.414976,0.0,0.9025603,18.11969,8.614022,30.083885,0.13333333333333333,4.269434,21.23823,0.0,1.4497323,28.15304,61.808792,251.65976,0.7,13.853495,41.882793,1.0,0.8764378,27.010149,76.44986,311.89612,0.8666666666666667,-49.031696,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,1.8128548,7.4589257,1.0,1.0850054,17.896322,42.445717,157.65002,0.8333333333333334,19.234735,41.959026,1.0,4.6376953,2.5975683,7.9110436,31.746826,0.9,4.5352607,4.5352607,1.0,0.0,155.92194,97.61873,175.17354,0.4700775
37.971302,7.5119143,51.38475,0.0,1.0957756,38.404865,0.0,0.9958049,18.68993,8.476868,28.97431,0.1,3.552227,19.541506,0.0,0.80489457,17.492243,9.205175,30.083885,0.16666666666666666,-2.1076946,18.049665,0.0,1.228109,21.816862,54.152843,251.65976,0.7333333333333333,38.2407,41.882793,1.0,2.029944,27.010149,76.44986,311.89612,0.8666666666666667,-49.031696,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,-4.4029245,1.5280005,0.0,0.6255993,17.896322,42.445717,157.65002,0.8333333333333334,-19.64046,22.521433,1.0,4.6376953,2.5975683,7.9110436,31.746826,0.9,4.5352607,4.5352607,1.0,1.2805333,149.31421,97.11733,146.46352,-27.758804
38.266056,7.3129535,51.38475,0.0,5.6216736,39.67866,0.0,1.0239924,17.783426,8.959245,28.97431,0.13333333333333333,-0.6481676,15.411805,0.0,0.83278763,17.054829,9.700862,30.083885,0.2,-6.795821,15.705602,0.0,1.0394543,21.418188,53.99361,251.65976,0.7333333333333333,47.20203,47.20203,1.0,3.4695504,27.010149,76.44986,311.89612,0.8666666666666667,-37.671604,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,-4.4029245,1.5280005,0.0,0.6255993,17.896322,42.445717,157.65002,0.8333333333333334,-10.679991,22.521433,1.0,4.6376953,3.3991091,8.777931,31.746826,0.8666666666666667,7.970436,7.970436,1.0,2.2504568,148.66792,97.38634,150.01796,0.59562683
38.026913,7.2476254,51.38475,0.0,6.518387,40.803097,0.0,1.0199398,16.997725,9.438004,28.97431,0.16666666666666666,-6.528404,12.471687,0.0,0.7412438,17.445808,9.874173,30.083885,0.2,-8.910011,15.53763,0.0,1.0588262,21.418188,53.99361,251.65976,0.7333333333333333,35.339226,41.27063,1.0,3.4695504,27.010149,76.44986,311.89612,0.8666666666666667,-37.671604,0.0,0.0,0.0,5.83983,14.072946,48.121857,0.8333333333333334,-7.4589257,0.0,0.0,0.6255993,17.896324,42.445717,157.65002,0.8333333333333334,-10.679991,22.521433,1.0,3.4921608,4.434503,10.05497,31.746826,0.8333333333333334,12.407839,12.407839,1.0,3.5033603,149.06944,97.13934,145.0123,-16.983505
38.2427,7.4418397,51.38475,0.0,5.016739,41.055874,0.0,1.0431116,16.435297,9.919163,28.97431,0.2,-11.177822,8.40995,0.0,0.6893113,16.96271,10.349902,30.083885,0.23333333333333334,-9.727123,12.980225,0.0,0.8681576,21.418188,53.993614,251.65976,0.7333333333333333,35.339226,41.27063,1.0,3.4695506,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,4.2357683,11.705522,41.516476,0.8666666666666667,-7.4589257,0.0,0.0,0.30267647,17.896322,42.445717,157.65002,0.8333333333333334,-55.72286,0.0,0.0,1.874411,4.434503,10.05497,31.746826,0.8333333333333334,3.3373175,7.872578,1.0,3.5033603,146.63565,98.71414,111.58925,-40.393448
38.017475,7.49426,51.38475,0.0,3.5835152,39.99586,0.0,1.0610582,16.199778,9.93223,28.97431,0.2,-5.9451284,10.157678,0.0,0.61349744,16.114353,10.657878,30.083885,0.26666666666666666,-12.085616,9.760716,0.0,0.833089,19.716402,53.837067,251.65976,0.7666666666666667,35.339226,41.27063,1.0,5.093264,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,4.2357683,11.705522,41.516476,0.8666666666666667,-7.4589257,0.0,0.0,0.30267647,17.896322,42.445717,157.65002,0.8333333333333334,-55.72286,0.0,0.0,1.874411,4.434503,10.05497,31.746826,0.8333333333333334,3.3373175,7.872578,1.0,1.8807809,143.62474,100.36926,109.05746,-38.952477
37.52633,7.1218266,51.38475,0.0,0.23310852,38.977276,0.0,1.1155525,16.625053,9.931795,28.97431,0.2,-10.475132,9.51992,0.0,0.5998127,16.991442,10.374592,30.083885,0.23333333333333334,-10.777654,10.973983,0.0,0.7164779,19.716402,53.837067,251.65976,0.7666666666666667,35.339226,41.27063,1.0,4.4532447,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,4.2357683,11.705522,41.516476,0.8666666666666667,-7.4589257,0.0,0.0,0.0,17.896322,42.445717,157.65002,0.8333333333333334,-55.72286,0.0,0.0,1.874411,4.434503,10.05497,31.746826,0.8333333333333334,3.3373175,7.872578,1.0,1.8807809,144.43597,99.79247,108.61439,-45.52491
38.039978,7.4172854,51.38475,0.0,2.5588112,41.24313,0.0,1.0958562,16.160236,9.794746,28.97431,0.2,-10.810876,8.6041,0.0,0.56272864,17.328861,10.497268,30.083885,0.23333333333333334,-9.840821,11.3974085,0.0,0.82943785,19.716402,53.837063,251.65976,0.7666666666666667,-36.56356,5.3192344,0.0,1.2262945,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,4.2357683,11.705522,41.516476,0.8666666666666667,-7.4589257,0.0,0.0,0.0,17.896324,42.445717,157.65002,0.8333333333333334,-41.959026,0.0,0.0,0.0,4.735149,10.052723,31.746826,0.8,4.6258016,9.161062,1.0,1.3886343,145.12285,99.392105,75.72493,-99.44861
38.263542,7.2416124,51.38475,0.0,1.0868721,39.491737,0.0,1.0215904,15.772754,9.505826,28.907919,0.2,-10.29953,9.241976,0.0,0.65660185,16.59811,10.907103,30.083885,0.26666666666666666,-6.652257,11.3974085,0.0,0.80055386,19.716402,53.837063,251.65976,0.7666666666666667,-36.56356,5.3192344,0.0,1.106545,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,5.404193,12.911707,41.516476,0.8333333333333334,3.479535,5.0075355,1.0,0.46824053,17.896322,42.445717,157.65002,0.8333333333333334,-22.521433,0.0,0.0,0.0,4.735149,10.052723,31.746826,0.8,4.6258016,9.161062,1.0,1.3886343,145.39659,99.22334,79.61896,-66.84456
38.495213,7.275996,51.38475,0.0,0.5838127,40.262474,0.0,1.04489,14.924063,9.736762,28.907919,0.23333333333333334,-6.1698294,9.241976,0.0,0.5919029,15.6664295,11.089828,30.083885,0.3,-4.308193,11.3974085,0.0,0.7464269,24.772146,58.65427,251.65976,0.7333333333333333,-25.53456,21.66747,1.0,1.6874915,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,6.5094094,13.790946,41.516476,0.8,8.216178,9.744179,1.0,0.9111507,17.896322,42.445717,157.65002,0.8333333333333334,-22.521433,0.0,0.0,0.0,4.735149,10.052723,31.746826,0.8,-2.2445498,5.7258863,1.0,1.3886343,150.00887,99.727516,98.03939,-51.97857
38.211826,7.234386,51.38475,0.0,-0.73776245,40.065334,0.0,1.0757139,14.563909,9.54812,28.907919,0.23333333333333334,-1.1736774,11.29801,0.0,0.5682569,16.172798,10.702998,30.083885,0.26666666666666666,-5.8920107,9.645619,0.0,0.5658148,24.413279,58.567303,251.65976,0.7333333333333333,-14.829878,26.440752,1.0,1.0249933,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,6.5094094,13.790946,41.516476,0.8,9.744179,9.744179,1.0,0.9111507,15.092774,40.72259,157.65002,0.8666666666666667,-22.521433,0.0,0.0,0.0,4.735149,10.052723,31.746826,0.8,-11.119355,1.2884834,0.0,1.3886343,146.7093,99.75072,98.48237,-46.52993
38.750202,7.500784,51.38475,0.0,-0.67336273,40.38251,0.0,1.0707954,14.976832,9.623036,28.907919,0.23333333333333334,6.1313925,14.541343,0.0,0.5785914,15.940905,10.622342,30.083885,0.26666666666666666,-1.0078821,11.9723425,0.0,0.6424846,25.907396,58.497147,251.65976,0.7,-8.426525,32.844105,1.0,1.2316494,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,5.331474,12.74802,41.516476,0.8333333333333334,9.744179,9.744179,1.0,1.7258337,15.092775,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,4.5950475,9.798291,31.746826,0.8,-3.6428332,4.229745,1.0,3.960862,147.6048,99.69697,113.71422,2.1249695
38.85694,7.3791738,51.38475,0.0,0.23157883,40.22744,0.0,1.0614952,14.958724,9.61397,28.907919,0.23333333333333334,5.4233074,15.580985,0.0,0.778212,15.596298,10.523146,30.083885,0.26666666666666666,4.160615,13.921331,0.0,0.7449199,25.907396,58.497147,251.65976,0.7,-8.426525,32.844105,1.0,1.0599811,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,5.331474,12.74802,41.516476,0.8333333333333334,9.744179,9.744179,1.0,1.7258337,15.092774,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,4.595048,9.79829,31.746826,0.8,-3.6428332,4.229745,1.0,2.836594,147.34883,99.89846,116.54778,7.490326
38.967827,7.5318294,51.38475,0.0,3.3777657,42.35504,0.0,1.1397759,14.853659,9.594539,28.907919,0.23333333333333334,4.96465,14.4845705,0.0,0.8503532,16.012804,10.674232,30.083885,0.26666666666666666,2.8879414,13.861924,0.0,0.6817833,27.76413,58.529354,251.65976,0.6666666666666666,-0.46909332,40.801537,1.0,1.3167921,27.010149,76.44986,311.89612,0.8666666666666667,0.0,0.0,0.0,0.0,5.331474,12.74802,41.516476,0.8333333333333334,9.744179,9.744179,1.0,1.7258337,15.092774,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,4.5950475,9.798291,31.746826,0.8,-3.6428332,4.229745,1.0,1.3843157,149.62787,99.093796,125.477,16.86261
39.223003,7.3876743,51.38475,0.0,-0.45386505,40.789265,0.0,1.0590067,14.715236,9.627265,28.907919,0.23333333333333334,5.610093,14.214193,0.0,0.9304298,16.012087,10.673607,30.083885,0.26666666666666666,2.3613338,13.758742,0.0,0.8354199,27.76413,58.529354,251.65976,0.6666666666666666,35.482304,40.801537,1.0,1.3167921,16.613611,55.276386,263.70123,0.9,0.0,0.0,0.0,0.0,5.331474,12.748021,41.516476,0.8333333333333334,9.744179,9.744179,1.0,0.8416846,15.092774,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,4.595048,9.798291,31.746826,0.8,-6.219801,2.9412615,1.0,1.3843157,139.34735,89.94002,122.24917,46.52424
39.322712,7.384911,51.38475,0.0,1.985775,41.477512,0.0,1.1047051,14.659021,9.620757,28.907919,0.23333333333333334,4.630536,13.872512,0.0,0.87935996,15.941893,10.698683,30.083885,0.26666666666666666,3.9479647,15.345373,0.0,0.8819984,28.82444,58.679604,251.65976,0.6666666666666666,42.982742,48.301975,1.0,1.7232674,26.430952,74.325645,294.52026,0.8666666666666667,42.07432,42.07432,1.0,0.59092164,5.331474,12.748021,41.516476,0.8333333333333334,-0.27089214,4.7366433,1.0,0.8416846,15.092775,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,3.882103,9.316735,31.746826,0.8333333333333334,-6.219801,2.9412615,1.0,0.0,149.48538,102.29784,168.74962,89.13066
39.344746,7.3848963,51.38475,0.0,0.7475357,41.01001,0.0,1.1464171,14.725947,9.651806,28.907919,0.23333333333333334,7.511492,16.753468,0.0,0.8518572,15.154954,10.970641,30.083885,0.3,3.9479647,15.345373,0.0,0.7168461,28.82444,58.679607,251.65976,0.6666666666666666,4.967037,26.634508,0.0,1.4222904,21.25807,70.48567,294.52026,0.9,42.07432,42.07432,1.0,0.85810465,6.2346225,13.286701,41.516476,0.8,-5.8735414,3.8706374,1.0,1.0389026,15.092774,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,3.882103,9.316734,31.746826,0.8333333333333334,-2.7846248,2.9412615,1.0,0.0,144.51765,101.59447,148.6296,50.590202
39.26719,7.34877,51.38475,0.0,1.8597832,41.925117,0.0,1.1169497,15.319637,9.953259,28.907919,0.23333333333333334,7.528782,18.826792,0.0,0.8613809,15.723748,10.606467,30.083885,0.26666666666666666,5.967286,15.6129055,0.0,0.61007977,24.50326,52.5221,251.65976,0.6666666666666666,1.2883301,27.729082,1.0,5.6583114,24.738094,71.91299,294.52026,0.8666666666666667,56.98871,56.98871,1.0,1.1622832,4.9172063,11.796629,41.516476,0.8333333333333334,-5.8735414,3.8706374,1.0,1.8253052,15.092774,40.72259,157.65002,0.8666666666666667,0.0,0.0,0.0,0.0,3.882103,9.316735,31.746826,0.8333333333333334,1.6527781,2.9412615,1.0,0.648532,143.444,100.477165,167.89452,69.41215
