belanja_daily_avg,belanja_pct_used,belanja_pred_vs_sisa,belanja_proj_pct,days_remaining,hiburan_daily_avg,hiburan_pct_used,hiburan_pred_vs_sisa,hiburan_proj_pct,kesehatan_daily_avg,kesehatan_pct_used,kesehatan_pred_vs_sisa,kesehatan_proj_pct,lain_lain_daily_avg,lain_lain_pct_used,lain_lain_pred_vs_sisa,lain_lain_proj_pct,makanan_daily_avg,makanan_pct_used,makanan_pred_vs_sisa,makanan_proj_pct,minuman_daily_avg,minuman_pct_used,minuman_pred_vs_sisa,minuman_proj_pct,profile,proj_overall_pct,saldo_pct,tagihan_daily_avg,tagihan_pct_used,tagihan_pred_vs_sisa,tagihan_proj_pct,total_pred7d_pct,transportasi_daily_avg,transportasi_pct_used,transportasi_pred_vs_sisa,transportasi_proj_pct,overall_label_id,label_makanan,label_minuman,label_transportasi,label_belanja,label_tagihan,label_hiburan,label_kesehatan,label_lain_lain
0.69459826,,0.32353786,0.69459826,0.36666667,0.5502311,0.34847972,,0.5502311,0.43362394,0.2746285,0.12125735,0.43362394,0.602714,0.38171887,0.19619994,0.602714,0.7539308,0.4774895,0.3551846,0.7539308,0.63852185,0.40439716,0.27276972,0.63852185,0.0,0.62752837,0.58227617,0.0,0.4863385,0.007636973,0.49026132,0.13476506,0.5944883,0.37650928,0.20672414,0.5944883,1,1,1,1,1,0,1,0,1
,0.73538095,0.66654855,0.91922617,0.2,1.3147502,1.0518001,2.0,1.3147502,0.8290542,0.66324335,0.56258667,0.8290542,1.164809,0.9318472,3.0,1.164809,0.8039318,0.64314544,0.37808466,0.8039318,1.3837671,1.1070137,2.0,1.3837671,0.5,0.9938393,0.17800018,0.0,1.1759553,2.0,1.1782205,0.16499718,0.806614,0.6452912,0.4427697,0.806614,2,1,4,1,2,3,4,1,3
84.26349,73.02836,100.0,84.26349,6.666667,110.105576,95.42483,100.0,110.105576,82.1719,71.215645,100.0,,118.256294,102.48878,100.0,118.256294,118.01691,102.28132,100.0,118.01691,98.9203,85.73093,100.0,98.9203,50.0,,0.0,,69.535706,100.0,71.17501,11.43417,85.445526,74.052795,100.0,85.445526,4,4,4,4,4,4,4,4,4
1.0155302,0.67702013,0.80835795,1.0155302,0.33333334,,0.90190786,3.0,1.3528618,1.2556076,0.8370718,2.1222951,1.2556076,0.94714355,0.631429,0.6172274,0.94714355,1.3049878,0.86999184,2.1929948,1.3049878,1.0228952,0.6819302,0.8796813,1.0228952,1.0,1.1303461,0.19701315,0.0,1.3169991,2.0,1.3330015,0.2449303,,,0.55249476,0.88388157,3,4,2,2,2,4,4,3,2
0.57538766,0.44113052,0.2331278,0.57538766,0.23333333,0.5867371,0.44983178,0.21366674,0.5867371,0.4635724,0.3554055,0.17326353,0.4635724,0.6194491,0.47491097,0.31524763,0.6194491,0.6637914,0.5089068,0.3745103,0.6637914,0.47959262,0.36768767,0.19028816,0.47959262,0.0,0.573195,0.55374974,0.0,0.3991263,0.07421667,0.44372112,0.13763803,0.61016446,0.46779275,0.30373082,0.61016446,1,1,0,1,1,0,1,0,1
2.2177405,1.4045689,,2.2177405,0.36666667,1.803492,1.1422116,2.0,,2.102105,1.331333,2.0,2.102105,1.734136,1.0982862,2.0,1.734136,1.8814927,1.1916121,2.0,1.8814927,1.6997632,1.0765167,2.0,1.6997632,1.0,1.8435427,0.0,0.0,1.4342033,2.0,1.4776332,0.40139273,1.7757312,1.1246297,2.0,1.7757312,4,4,4,4,4,4,4,4,4
0.32606295,0.23911282,0.08916716,0.32606295,0.26666668,0.38240963,0.2804337,,0.38240963,0.52591294,0.3856695,0.18145025,0.52591294,0.3289881,0.24125795,0.08632794,0.3289881,0.31077653,,0.079145685,0.31077653,0.29911676,0.2193523,0.083528005,0.29911676,0.0,0.35959622,0.72814405,0.0,0.3006852,0.018586041,0.3136827,0.07018433,0.45900434,0.3366032,0.15422803,,0,0,0,0,0,0,0,1,0
2.1670942,0.5778918,1.0893514,2.1670942,0.73333335,1.4054612,0.37478963,0.61784595,1.4054612,1.4131967,0.37685245,,1.4131967,1.9597877,0.52261007,0.8157944,1.9597877,1.2383456,0.3302255,0.5125001,1.2383456,1.8553334,0.4947556,0.9740909,1.8553334,1.0,1.6444867,0.4522053,0.0,1.3052943,2.0,1.3437436,0.3616786,1.8381147,0.49016395,0.8125751,1.8381147,4,3,4,4,4,4,4,4,4
0.5299964,0.2649982,0.17614438,0.5299964,0.5,0.7167798,0.3583899,0.2663857,0.7167798,0.7138032,0.3569016,0.26390213,0.7138032,0.52251154,0.26125577,0.16179535,0.52251154,0.6132235,0.30661175,0.19979775,0.6132235,0.68670946,0.34335473,0.2718019,0.68670946,0.0,0.6272946,0.6528899,0.0,0.6118541,0.08201095,0.6436863,0.13966216,0.6462227,0.32311136,0.25868508,0.6462227,1,1,1,1,1,1,1,1,1
0.8589226,0.7157688,0.5434749,0.8589226,0.16666667,0.820333,0.68361086,0.49683487,0.820333,1.04229,0.86857504,1.3756752,1.04229,0.8743233,0.72860277,0.477618,0.8743233,1.0977808,0.9148174,2.011775,1.0977808,0.72591466,0.6049289,0.31080258,0.72591466,0.5,1.0157967,0.1394745,0.0,0.83238643,0.12280069,0.8529695,0.15377517,1.4272197,1.1893498,2.0,1.4272197,2,3,1,4,2,2,1,2,2
0.5769387,0.3846258,0.19115399,0.5769387,0.33333334,0.706596,0.471064,0.32645005,0.706596,0.70280004,0.46853334,0.3390983,0.70280004,0.39463928,0.26309288,0.10180001,0.39463928,0.64870244,0.4324683,0.22208674,0.64870244,0.72190696,0.4812713,0.37325084,,0.0,0.66828287,0.53227586,0.0,0.6257106,0.06472571,0.64993674,0.13979393,0.8001007,0.5334005,0.4398402,0.8001007,1,1,1,1,1,1,1,1,0
0.7636618,0.22909854,0.21774547,0.7636618,0.7,1.2019588,0.36058763,0.4801666,1.2019588,1.4197562,0.42592683,0.5919418,1.4197562,1.0421379,0.31264135,0.33661348,1.0421379,,0.38407797,0.40531257,1.2802598,0.82913697,0.24874109,0.26116133,0.82913697,0.5,1.0457613,0.61420333,0.0,0.9047923,0.30680263,0.9340023,0.21101685,1.0134822,0.30404466,0.33625284,1.0134822,2,3,1,2,1,2,3,4,2
0.6880245,0.50455135,0.38654923,0.6880245,0.26666668,0.7971316,0.5845632,,0.7971316,0.72079396,0.5285822,0.3097985,0.72079396,0.84511304,0.61974955,0.55356973,0.84511304,0.75420105,0.5530808,0.3423176,0.75420105,0.9132565,0.6697214,0.74758834,0.9132565,0.5,,0.39405897,0.0,0.7119416,0.1682767,0.7604151,0.17571561,0.92213565,0.6762328,0.640748,0.92213565,1,1,2,2,1,1,1,1,1
0.6811975,0.38601193,0.2541393,0.6811975,0.43333334,,0.79155916,1.679131,1.3968691,1.1556357,0.6548602,0.8732409,1.1556357,0.82779825,0.46908566,0.30657685,0.82779825,0.92393535,0.5235634,0.4535992,0.92393535,0.7568825,0.4289001,,0.7568825,0.5,0.9566103,,0.0,0.9611536,0.25965154,,0.20069648,1.130042,0.64035714,0.6948118,1.130042,2,2,1,3,1,2,4,3,1
0.9657497,0.45068318,0.3800615,0.9657497,0.53333336,1.0738133,0.5011129,0.545178,1.0738133,1.1811129,,0.6238182,1.1811129,,0.60539466,0.7482935,1.2972744,1.3641679,0.6366117,0.9898572,1.3641679,0.9888004,0.4614402,0.3746641,0.9888004,1.0,1.1727576,0.36780944,0.0,1.399457,2.0,1.4220544,0.25093004,1.0691841,0.49895254,0.5791416,1.0691841,3,4,2,3,2,4,3,3,3
,0.7609612,1.0548466,1.2015177,0.36666667,1.7743716,1.1237687,2.0,1.7743716,1.4907892,0.9441665,,1.4907892,1.0685109,0.67672354,0.68770266,1.0685109,1.4652333,0.92798114,3.0,,1.846472,1.1694323,2.0,1.846472,1.0,1.4982136,0.0,0.0,1.9296012,2.0,1.9734395,,1.3017315,0.8244299,1.5997173,1.3017315,4,4,4,4,3,4,4,4,3
0.538043,0.07173907,0.14027491,0.538043,0.8666667,0.54653347,0.07287113,0.113830194,0.54653347,0.4314757,0.05753009,0.09253114,,0.4590456,0.06120608,0.09977833,0.4590456,0.5866144,0.07821525,0.17295349,0.5866144,0.4288723,0.05718297,0.09081796,0.4288723,0.0,0.5020336,0.8977504,0.0,0.3559984,0.029070998,0.3747202,0.11228656,0.5082777,0.06777036,0.13872541,0.5082777,1,1,0,1,1,0,1,0,0
1.6807994,0.16807993,0.46245486,1.6807994,0.9,1.1399649,0.11399649,0.2904794,1.1399649,1.2967505,0.12967506,0.35886452,1.2967505,1.5246772,,0.441965,1.5246772,1.6758564,0.16758564,0.44088575,,1.396177,0.1396177,0.35545957,1.396177,1.0,1.3430071,0.80547076,0.0,0.5827469,0.059720084,,0.2863209,1.1232502,0.11232502,0.26273152,1.1232502,4,4,4,3,4,1,3,3,4
1.2866644,0.98644274,3.0,1.2866644,0.23333333,1.0002574,0.766864,1.0149015,1.0002574,0.8798556,0.67455596,,0.8798556,,0.35542938,0.14117198,0.46360356,1.2302954,0.9432265,3.0,1.2302954,1.0114506,0.77544546,1.0376372,1.0114506,0.5,1.0569715,0.1637004,0.0,1.0507171,2.0,1.0770996,0.22410814,0.9342955,0.7162932,0.8718545,,3,3,2,2,3,3,2,2,0
,0.8803534,1.5615015,1.0564241,0.16666667,1.7439991,1.4533325,2.0,1.7439991,1.4643167,1.2202638,2.0,1.4643167,1.1192862,0.9327385,2.9599411,1.1192862,1.0803677,0.90030646,1.9303331,1.0803677,1.2529228,1.0441023,2.0,1.2529228,1.0,1.2164906,0.0,0.0,1.0867199,2.0,1.0988785,0.1796753,1.3004096,1.0836747,2.0,1.3004096,3,3,3,4,3,3,4,4,3
0.7287157,0.6072631,0.31568494,0.7287157,0.16666667,1.1781794,0.9818162,3.0,1.1781794,1.4049534,1.1707945,2.0,1.4049534,1.1887698,0.99064153,3.0,1.1887698,0.7194162,0.59951353,0.28498495,0.7194162,0.8213242,0.68443686,0.44945514,0.8213242,0.5,0.895691,0.2426323,0.0,0.80695784,0.24565966,0.85438055,0.1397114,0.95650953,0.7970913,0.75719607,0.95650953,2,1,1,2,1,2,3,4,3
0.80868554,0.43129894,0.361022,0.80868554,0.46666667,1.0803362,0.5761793,0.53547245,1.0803362,0.98579866,0.5257593,0.49924722,,1.3415323,0.7154839,1.2489926,1.3415323,0.90947115,0.4850513,0.46403265,0.90947115,,0.52640337,0.4859106,0.98700637,0.5,0.93382853,0.4672765,0.0,0.68592596,0.11656242,0.7225352,0.21222702,0.9615359,0.5128192,0.4600568,0.9615359,2,2,2,2,1,1,3,2,4
0.8610432,0.80364037,0.2528133,0.8610432,0.06666667,1.1899205,1.1105925,2.0,1.1899205,0.71608883,,0.13498448,0.71608883,1.2413685,1.1586107,2.0,1.2413685,,,2.9699724,1.0418681,0.84732825,0.79083973,0.25890812,0.84732825,0.5,0.8526512,0.20412019,0.0,0.6780296,0.14834227,0.72579145,0.056990497,0.48763272,0.45512387,0.060613677,0.48763272,2,2,1,0,2,1,3,1,3
1.1808419,0.5116981,0.6148423,1.1808419,0.56666666,0.79402727,0.34407848,0.29903314,0.79402727,0.7392222,0.32032964,0.2710262,,0.95355964,0.41320917,0.31003976,0.95355964,0.7150168,0.30984062,0.20177378,0.7150168,0.89532065,0.3879723,0.40389413,0.89532065,0.5,,0.59715676,0.0,0.6728377,0.1380605,0.7180059,0.18477565,0.73716617,0.31943867,0.27892807,0.73716617,1,1,2,1,3,1,1,1,2
0.42656693,0.27015904,0.11567718,0.42656693,0.36666667,0.65473217,,0.28446206,0.65473217,0.5709517,0.36160275,0.21197854,0.5709517,0.46107617,0.2920149,,0.46107617,0.5841467,0.36995956,0.20068265,0.5841467,0.40760854,0.25815207,0.14507252,0.40760854,,0.53387624,0.6376132,0.0,0.6028938,,0.61988753,0.105940595,0.545928,0.34575438,0.17367524,0.545928,1,1,0,1,0,1,1,1,0
0.95213366,0.6347558,0.613742,0.95213366,0.33333334,,0.54817,0.46123952,0.82225496,0.5958209,0.39721394,0.26849297,0.5958209,1.0546789,0.7031192,0.6780936,1.0546789,0.94094354,0.6272957,0.60811126,0.94094354,0.7275472,0.4850315,0.29954755,0.7275472,0.5,0.8022133,0.45026666,0.0,0.47331858,0.08096183,0.5159597,0.17628652,0.71051395,0.47367597,0.29437295,0.71051395,1,2,1,1,2,1,1,1,3
0.64893997,0.58404595,0.17345989,0.64893997,0.1,1.0751337,0.9676204,,1.0751337,0.6869299,0.6182369,0.19852275,0.6869299,0.6350697,0.57156277,0.15985174,0.6350697,,0.9200809,1.2856756,1.022312,1.0215726,0.91941535,1.1311296,1.0215726,0.5,0.81817985,0.25960144,0.0,0.7859414,0.22636388,0.83439654,0.078343004,0.568374,0.51153654,0.1017652,0.568374,1,2,2,1,1,1,3,1,1
0.25681916,0.042803194,0.068198934,0.25681916,0.8333333,0.3595595,0.059926584,0.09578739,0.3595595,0.15400548,0.025667582,0.038244512,0.15400548,0.3801022,0.063350365,0.106986605,0.3801022,0.41523165,0.06920528,0.10620855,0.41523165,0.45618263,0.07603044,0.096169546,0.45618263,0.0,0.33054814,0.9222519,0.0,0.23783238,0.014444539,0.24884154,0.07092046,,0.04800773,0.06381561,0.2880464,0,0,0,0,0,0,0,0,0
0.88162833,0.11755044,0.26295012,0.88162833,0.8666667,0.87448114,0.11659748,0.2361676,0.87448114,0.81661546,,0.18757896,0.81661546,1.0070461,0.13427281,0.22626805,,0.93733954,0.1249786,0.28810734,,1.0938011,0.14584015,0.35393268,1.0938011,0.5,0.95590127,0.828102,0.0,,0.00010081174,0.44450986,0.21328932,1.3206989,0.17609318,0.29999104,1.3206989,2,2,3,4,2,0,2,1,2
0.6538978,0.23976254,0.21740708,0.6538978,0.6333333,0.761331,0.27915472,0.2583576,0.761331,0.81863195,0.30016506,,0.81863195,0.7461951,0.27360487,0.19411212,0.7461951,0.8667642,0.31781355,0.24932893,0.8667642,0.7874206,,0.30348778,0.7874206,0.5,0.7907248,0.6487389,0.0,0.8492466,0.11471817,0.8665408,0.15850446,0.78217626,0.28679797,0.23552585,0.78217626,1,2,1,1,1,2,1,1,1
0.9138698,0.24369861,0.3341893,,0.73333335,0.8122701,0.21660535,0.26365203,0.8122701,0.98538834,0.26277024,0.35779896,0.98538834,1.0829648,0.28879058,0.38584358,1.0829648,0.8090594,0.21574917,0.27344656,0.8090594,0.88535243,,0.29994053,0.88535243,0.5,0.85970074,0.70081216,0.0,0.8323279,0.09564583,0.84836507,0.20389727,,0.20875525,,0.7828322,2,1,2,1,2,1,1,2,3
1.0190701,0.47556603,0.399095,1.0190701,0.53333336,1.303161,0.6081418,0.70426995,1.303161,0.9859232,0.4600975,0.41846097,0.9859232,1.0163549,0.47429895,0.3629856,1.0163549,1.0767146,0.5024668,0.5012259,1.0767146,1.2779553,0.59637916,0.62569535,1.2779553,1.0,1.126891,0.41112024,0.0,1.0491675,2.0,,0.22059707,1.2168388,0.56785816,0.6387111,1.2168388,3,3,3,3,2,3,4,2,2
0.99522656,0.6634844,0.5612215,0.99522656,0.33333334,0.94334877,0.62889916,0.6091644,0.94334877,0.8605167,0.57367784,0.41448662,0.8605167,0.87280196,0.581868,0.42227435,0.87280196,1.1097896,0.7398597,1.0760436,1.1097896,0.95616955,,0.63005686,0.95616955,0.5,0.94447815,0.3436809,0.0,0.7066136,0.022617914,0.7132494,0.19585836,0.8843711,0.5895808,0.4727454,0.8843711,2,3,2,2,2,1,2,2,2
0.603584,0.26155308,0.15568468,0.603584,0.56666666,0.66860443,0.28972858,0.22784048,0.66860443,0.61560047,0.2667602,0.20496732,0.61560047,0.9049971,0.39216542,0.32364678,0.9049971,0.60489666,0.2621219,0.20358643,0.60489666,0.8748191,0.37908828,0.33571926,0.8748191,0.5,0.70545053,0.6505749,0.0,0.6965234,0.11942052,0.7327648,0.1474067,0.7714281,0.33428553,0.26832068,0.7714281,1,1,2,1,1,1,1,1,2
0.47001955,0.23500977,0.15638997,0.47001955,0.5,0.982021,0.4910105,0.42696017,0.982021,0.7089532,0.3544766,0.24996871,0.7089532,0.70702815,0.35351408,0.2781775,0.70702815,0.6693975,0.33469874,0.19459596,0.6693975,0.48761252,,0.12221208,0.48761252,0.0,0.60618925,0.67041004,0.0,0.47654933,0.033043705,0.49384606,0.12650266,0.56641364,0.28320682,0.21154219,0.56641364,1,1,0,1,0,0,2,1,1
0.59443444,0.07925792,0.124678366,0.59443444,0.8666667,0.97135377,0.12951383,0.27004814,0.97135377,1.3953314,0.18604419,0.3352367,1.3953314,0.9797565,0.1306342,0.27896267,0.9797565,0.9537664,0.12716886,0.26535773,0.9537664,1.398637,0.18648493,0.4224266,1.398637,0.5,0.90887976,0.83919805,0.0,0.39929557,0.033712152,,0.20050687,0.91412944,0.12188392,0.23445283,0.91412944,2,2,4,2,1,0,2,4,2
0.9619454,0.12825939,0.24298196,0.9619454,0.8666667,0.96242005,0.12832268,0.26107702,0.96242005,1.1417706,0.15223607,0.30751237,1.1417706,1.1286918,0.15049224,0.3551817,1.1286918,1.414353,0.1885804,0.34908366,1.414353,1.0012864,0.13350485,0.2641768,1.0012864,0.5,1.0749727,0.7997632,0.0,0.57181525,0.041656323,0.5896518,0.2209478,1.1024084,0.1469878,0.27170286,1.1024084,3,4,2,3,2,1,2,3,3
0.5591731,0.4100603,0.17958324,0.5591731,,0.81305426,0.5962398,,0.81305426,0.5650316,0.4143565,0.25827172,0.5650316,,0.6369109,0.48605925,0.8685149,0.7748571,0.56822854,0.41115916,0.7748571,0.83141667,0.60970557,0.5001544,0.83141667,0.5,0.73460627,0.43846044,0.0,0.76967496,0.04381926,0.77976763,0.14314997,0.7207892,0.5285787,0.3053366,0.7207892,1,1,1,1,1,1,1,1,2
1.7405889,1.4504907,2.0,1.7405889,,1.3219767,1.1016473,2.0,1.3219767,1.4295478,1.1912899,2.0,1.4295478,1.435272,1.19606,2.0,1.435272,1.1734569,,3.0,1.1734569,1.219806,1.016505,,1.219806,1.0,1.3518548,0.0,0.0,1.651037,2.0,1.7007039,0.20331326,1.0884829,0.9070691,1.6860889,1.0884829,4,3,3,3,4,4,4,4,4
,0.20938334,0.27526802,1.0469167,0.8,0.93962735,0.18792547,0.28288722,0.93962735,0.5173543,0.10347086,0.15421705,0.5173543,,0.16243118,0.22798061,0.81215584,0.8691082,0.17382164,0.26464936,0.8691082,0.8205431,0.16410862,0.2188387,0.8205431,0.5,0.8222366,0.777733,0.0,0.63473254,0.09146897,0.66814315,0.1765434,0.7272512,0.14545023,0.18850708,0.7272512,1,2,1,1,2,1,2,1,1
1.378564,1.0568991,2.0,1.378564,0.23333333,1.328503,1.018519,2.0,1.328503,1.340883,1.0280104,2.0,1.340883,1.2673752,0.9716543,3.0,,1.1652293,0.8933425,2.47866,1.1652293,1.1586423,0.8882925,2.8042026,1.1586423,1.0,1.1479331,0.095510684,0.0,1.0079755,2.0,1.038843,0.2427092,0.83575624,0.6407464,0.47706312,,3,3,3,1,4,2,4,4,3
1.2025316,0.8016877,1.4929868,1.2025316,0.33333334,1.1588819,0.7725879,1.2587854,1.1588819,0.8891193,0.5927462,0.5921217,0.8891193,0.9742027,,0.71850544,,1.0302056,0.6868037,0.86444616,1.0302056,1.0263685,0.68424565,0.7200816,1.0263685,0.5,1.072662,0.22599916,0.0,1.6105877,2.0,1.6502749,0.21630111,0.7510353,,0.28113684,0.7510353,3,2,2,1,3,4,3,2,2
0.9275244,0.21642236,0.2914395,0.9275244,0.76666665,0.7797084,0.18193196,0.19052556,0.7797084,0.8931489,0.20840141,0.28178376,0.8931489,0.6470134,0.1509698,0.17374012,0.6470134,1.0622714,0.24786331,0.3342064,1.0622714,1.1726388,0.27361572,0.32823235,1.1726388,0.5,0.9344241,0.7123854,0.0,0.7874718,0.013752199,0.7903945,0.18961996,0.89050823,0.20778525,0.23145893,0.89050823,2,3,3,2,2,1,1,2,1
0.9546587,0.3500415,0.38389513,0.9546587,0.6333333,0.7407011,0.27159038,0.2515902,,,0.22438583,0.17180276,0.61196136,1.2794871,0.46914527,0.6005163,1.2794871,0.8132108,0.2981773,0.2408051,0.8132108,0.74671537,0.27379563,0.2260077,0.74671537,0.5,0.9259956,0.5903237,0.0,0.98534924,3.0,1.0293533,0.18411717,1.1462412,0.42028844,0.3815663,1.1462412,2,1,1,3,2,2,1,1,3
0.8101813,0.10802417,0.2521337,0.8101813,0.8666667,1.2850038,0.17133383,0.30291176,1.2850038,1.2959483,0.1727931,0.4188778,,0.81634545,0.10884606,0.22302143,0.81634545,0.7862998,0.10483997,0.2313404,,0.71102583,0.09480344,0.14671607,0.71102583,0.5,0.8114392,0.8372524,0.0,0.55072296,0.07473767,0.5843009,0.179096,0.7028934,0.09371911,0.15344906,0.7028934,1,1,1,1,1,1,3,3,1
0.55473644,0.40680674,0.19276436,0.55473644,0.26666668,0.97296304,0.7135062,0.90908736,0.97296304,0.6650243,0.4876845,0.27922046,0.6650243,0.694382,0.5092135,0.27478805,0.694382,0.81008047,0.59405905,0.46855155,0.81008047,0.49941704,0.36623916,0.21471734,0.49941704,0.0,0.6975706,0.46972436,0.0,0.72924703,0.16213568,0.77314574,0.15163413,0.65093666,0.47735354,0.33145872,0.65093666,1,1,0,1,1,1,2,1,1
0.32817072,0.043756098,0.07151043,0.32817072,0.8666667,0.31113592,0.041484788,0.08713501,,0.4372916,0.058305543,0.0866962,0.4372916,0.3013907,0.04018543,0.05913346,0.3013907,0.4667184,0.06222912,0.13123336,0.4667184,0.3825646,0.051008616,0.10032044,0.3825646,0.0,0.3812744,0.9304462,0.0,0.1943757,0.058119472,0.24119815,0.089495845,0.4397115,0.0586282,0.109255455,0.4397115,0,0,0,0,0,0,0,0,0
0.38528267,0.32106888,0.09893971,0.38528267,0.16666667,0.3367033,0.2805861,0.07569776,0.3367033,0.30500397,0.25416997,0.06455233,0.30500397,0.27822617,0.23185515,0.05829405,0.27822617,0.32467458,0.27056214,0.07988584,0.32467458,0.30195233,,0.055472672,0.30195233,0.0,0.31863046,0.7311951,0.0,0.30229676,0.037769746,0.32864884,0.05094033,0.27103168,0.22585973,0.06567932,0.27103168,0,0,0,0,0,0,0,0,0
